activity_id,employee_id,date,activity_name,wellness_dimension,participation_status,effort_level,individual_score,streak_days,wellness_engagement_score,burnout_risk,reward_points,reward_earned
ACT018951,EMP108,21-12-2025,Breathing Break,Mental,Completed,High,32,6,56.8,43.2,44,Gym Membership
ACT018952,EMP116,21-12-2025,Gratitude Practice,Emotional,Completed,Low,15,6,51.7,48.3,27,Wellness Kit
ACT018953,EMP120,21-12-2025,Walking Break,Physical,Skipped,Low,0,20,24,76,40,Extra Leave Day
ACT018954,EMP120,21-12-2025,Breathing Break,Mental,Completed,Low,20,20,70,30,60,Trip Ticket / Cash Prize
ACT018955,EMP121,21-12-2025,Walking Break,Physical,Completed,Low,20,11,59.2,40.8,42,Gym Membership
ACT018956,EMP124,21-12-2025,Gratitude Practice,Emotional,Completed,High,24,2,49.6,50.4,28,Wellness Kit
ACT018957,EMP129,21-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,8,52.6,47.4,26,Wellness Kit
ACT018958,EMP130,21-12-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,2,48.2,51.8,23.5,Wellness Kit
ACT018959,EMP132,21-12-2025,Walking Break,Physical,Completed,Low,20,21,71.2,28.8,62,Trip Ticket / Cash Prize
ACT018960,EMP133,21-12-2025,Breathing Break,Mental,Skipped,High,0,3,3.6,96.4,6,Gift Voucher
ACT018961,EMP141,21-12-2025,Walking Break,Physical,Completed,Low,20,20,70,30,60,Trip Ticket / Cash Prize
ACT018962,EMP142,21-12-2025,Walking Break,Physical,Completed,Low,20,11,59.2,40.8,42,Gym Membership
ACT018963,EMP144,21-12-2025,Reflection Journaling,Mental,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT018964,EMP147,21-12-2025,Guided Meditation,Mental,Skipped,High,0,15,18,82,30,Wellness Kit
ACT018965,EMP152,21-12-2025,Gratitude Practice,Emotional,Completed,Low,15,3,48.1,51.9,21,Wellness Kit
ACT018966,EMP158,21-12-2025,Guided Meditation,Mental,Skipped,Low,0,4,4.8,95.2,8,Gift Voucher
ACT018967,EMP159,21-12-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,5,6,94,10,Gift Voucher
ACT018968,EMP160,21-12-2025,Guided Meditation,Mental,Skipped,Medium,0,13,15.6,84.4,26,Wellness Kit
ACT018969,EMP163,21-12-2025,Mindfulness Session,Mental,Completed,Low,20,17,66.4,33.6,54,Trip Ticket / Cash Prize
ACT018970,EMP164,21-12-2025,Walking Break,Physical,Completed,Low,20,1,47.2,52.8,22,Wellness Kit
ACT018971,EMP165,21-12-2025,Breathing Break,Mental,Skipped,Low,0,19,22.8,77.2,38,Extra Leave Day
ACT018972,EMP172,21-12-2025,Reflection Journaling,Mental,Completed,Medium,26,1,49,51,28,Wellness Kit
ACT018973,EMP173,21-12-2025,Walking Break,Physical,Skipped,Low,0,12,14.4,85.6,24,Wellness Kit
ACT018974,EMP174,21-12-2025,Ergonomic Stretch Break,Physical,Skipped,Low,0,17,20.4,79.6,34,Extra Leave Day
ACT018975,EMP176,21-12-2025,Gratitude Practice,Emotional,Completed,Low,15,8,54.1,45.9,31,Extra Leave Day
ACT018976,EMP177,21-12-2025,Guided Meditation,Mental,Completed,Low,20,19,68.8,31.2,58,Trip Ticket / Cash Prize
ACT018977,EMP182,21-12-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,23,27.6,72.4,46,Gym Membership
ACT018978,EMP187,21-12-2025,Ergonomic Stretch Break,Physical,Completed,High,32,8,59.2,40.8,48,Gym Membership
ACT018979,EMP188,21-12-2025,Gratitude Practice,Emotional,Skipped,Low,0,0,0,100,0,None
ACT018980,EMP189,21-12-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,8,55.5,44.5,35.5,Extra Leave Day
ACT018981,EMP193,21-12-2025,Reflection Journaling,Mental,Completed,Medium,26,1,49,51,28,Wellness Kit
ACT018982,EMP197,21-12-2025,Walking Break,Physical,Completed,Medium,26,17,68.2,31.8,60,Trip Ticket / Cash Prize
ACT018983,EMP198,21-12-2025,Guided Meditation,Mental,Skipped,Low,0,2,2.4,97.6,4,Gift Voucher
ACT018984,EMP201,21-12-2025,Hydration Tracking,Physical,Completed,Low,20,13,61.6,38.4,46,Gym Membership
ACT018985,EMP203,21-12-2025,Gratitude Practice,Emotional,Completed,Low,15,11,57.7,42.3,37,Extra Leave Day
ACT018986,EMP204,21-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,15,64,36,50,Gym Membership
ACT018987,EMP205,21-12-2025,Guided Meditation,Mental,Completed,Low,20,12,60.4,39.6,44,Gym Membership
ACT018988,EMP208,21-12-2025,Guided Meditation,Mental,Completed,Low,20,1,47.2,52.8,22,Wellness Kit
ACT018989,EMP214,21-12-2025,Mindfulness Session,Mental,Skipped,High,0,14,16.8,83.2,28,Wellness Kit
ACT018990,EMP215,21-12-2025,Reflection Journaling,Mental,Skipped,High,0,8,9.6,90.4,16,Gift Voucher
ACT018991,EMP218,21-12-2025,Mindfulness Session,Mental,Completed,Low,20,23,73.6,26.4,66,Trip Ticket / Cash Prize
ACT018992,EMP220,21-12-2025,Mindfulness Session,Mental,Completed,Medium,26,17,68.2,31.8,60,Trip Ticket / Cash Prize
ACT018993,EMP224,21-12-2025,Creative Wellness Workshop,Creative,Skipped,High,0,13,15.6,84.4,26,Wellness Kit
ACT018994,EMP231,21-12-2025,Guided Meditation,Mental,Skipped,Low,0,10,12,88,20,Gift Voucher
ACT018995,EMP245,21-12-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,21,25.2,74.8,42,Gym Membership
ACT018996,EMP250,21-12-2025,Gratitude Practice,Emotional,Completed,High,24,2,49.6,50.4,28,Wellness Kit
ACT018997,EMP001,22-12-2025,Guided Meditation,Mental,Skipped,Medium,0,16,19.2,80.8,32,Extra Leave Day
ACT018998,EMP001,22-12-2025,Breathing Break,Mental,Completed,High,32,4,54.4,45.6,40,Extra Leave Day
ACT018999,EMP003,22-12-2025,Walking Break,Physical,Completed,Low,20,4,50.8,49.2,28,Wellness Kit
ACT019000,EMP008,22-12-2025,Walking Break,Physical,Skipped,Low,0,21,25.2,74.8,42,Gym Membership
ACT019001,EMP009,22-12-2025,Gratitude Practice,Emotional,Skipped,Medium,0,22,26.4,73.6,44,Gym Membership
ACT019002,EMP010,22-12-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,23,75.4,24.6,72,Trip Ticket / Cash Prize
ACT019003,EMP013,22-12-2025,Reflection Journaling,Mental,Skipped,Low,0,12,14.4,85.6,24,Wellness Kit
ACT019004,EMP014,22-12-2025,Screen-Free Break,Work-Life,Skipped,Medium,0,15,18,82,30,Wellness Kit
ACT019005,EMP018,22-12-2025,Walking Break,Physical,Skipped,Low,0,12,14.4,85.6,24,Wellness Kit
ACT019006,EMP019,22-12-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,22,26.4,73.6,44,Gym Membership
ACT019007,EMP022,22-12-2025,Walking Break,Physical,Skipped,Medium,0,3,3.6,96.4,6,Gift Voucher
ACT019008,EMP023,22-12-2025,Gratitude Practice,Emotional,Completed,Low,15,19,67.3,32.7,53,Trip Ticket / Cash Prize
ACT019009,EMP026,22-12-2025,Guided Meditation,Mental,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT019010,EMP031,22-12-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,13,59.5,40.5,39,Extra Leave Day
ACT019011,EMP037,22-12-2025,Reflection Journaling,Mental,Completed,Low,20,10,58,42,40,Extra Leave Day
ACT019012,EMP038,22-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT019013,EMP039,22-12-2025,Walking Break,Physical,Completed,Medium,26,19,70.6,29.4,64,Trip Ticket / Cash Prize
ACT019014,EMP041,22-12-2025,Guided Meditation,Mental,Completed,Low,20,8,55.6,44.4,36,Extra Leave Day
ACT019015,EMP042,22-12-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,14,60.7,39.3,41,Gym Membership
ACT019016,EMP043,22-12-2025,Walking Break,Physical,Skipped,Medium,0,5,6,94,10,Gift Voucher
ACT019017,EMP044,22-12-2025,Breathing Break,Mental,Completed,Low,20,22,72.4,27.6,64,Trip Ticket / Cash Prize
ACT019018,EMP051,22-12-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,24,74.6,25.4,67.5,Trip Ticket / Cash Prize
ACT019019,EMP052,22-12-2025,Hydration Tracking,Physical,Skipped,Low,0,1,1.2,98.8,2,Gift Voucher
ACT019020,EMP053,22-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,22,72.4,27.6,64,Trip Ticket / Cash Prize
ACT019021,EMP053,22-12-2025,Screen-Free Break,Work-Life,Skipped,Low,0,4,4.8,95.2,8,Gift Voucher
ACT019022,EMP054,22-12-2025,Reflection Journaling,Mental,Completed,Medium,26,12,62.2,37.8,50,Gym Membership
ACT019023,EMP056,22-12-2025,Hydration Tracking,Physical,Skipped,Low,0,19,22.8,77.2,38,Extra Leave Day
ACT019024,EMP057,22-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,1,47.2,52.8,22,Wellness Kit
ACT019025,EMP058,22-12-2025,Reflection Journaling,Mental,Completed,Low,20,23,73.6,26.4,66,Trip Ticket / Cash Prize
ACT019026,EMP059,22-12-2025,Hydration Tracking,Physical,Skipped,Low,0,2,2.4,97.6,4,Gift Voucher
ACT019027,EMP060,22-12-2025,Mindfulness Session,Mental,Completed,Low,20,4,50.8,49.2,28,Wellness Kit
ACT019028,EMP062,22-12-2025,Screen-Free Break,Work-Life,Skipped,High,0,13,15.6,84.4,26,Wellness Kit
ACT019029,EMP071,22-12-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,0,0,100,0,None
ACT019030,EMP073,22-12-2025,Breathing Break,Mental,Completed,Low,20,1,47.2,52.8,22,Wellness Kit
ACT019031,EMP075,22-12-2025,Hydration Tracking,Physical,Completed,High,32,10,61.6,38.4,52,Trip Ticket / Cash Prize
ACT019032,EMP076,22-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,16,63.7,36.3,47,Gym Membership
ACT019033,EMP078,22-12-2025,Gratitude Practice,Emotional,Completed,Low,15,22,70.9,29.1,59,Trip Ticket / Cash Prize
ACT019034,EMP080,22-12-2025,Breathing Break,Mental,Completed,Low,20,23,73.6,26.4,66,Trip Ticket / Cash Prize
ACT019035,EMP081,22-12-2025,Walking Break,Physical,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT019036,EMP082,22-12-2025,Walking Break,Physical,Completed,High,32,13,65.2,34.8,58,Trip Ticket / Cash Prize
ACT019037,EMP083,22-12-2025,Gratitude Practice,Emotional,Completed,Low,15,21,69.7,30.3,57,Trip Ticket / Cash Prize
ACT019038,EMP084,22-12-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,20,69.8,30.2,59.5,Trip Ticket / Cash Prize
ACT019039,EMP086,22-12-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,22,72.2,27.8,63.5,Trip Ticket / Cash Prize
ACT019040,EMP087,22-12-2025,Reflection Journaling,Mental,Completed,Medium,26,25,77.8,22.2,76,Trip Ticket / Cash Prize
ACT019041,EMP089,22-12-2025,Reflection Journaling,Mental,Completed,Medium,26,21,73,27,68,Trip Ticket / Cash Prize
ACT019042,EMP091,22-12-2025,Guided Meditation,Mental,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT019043,EMP092,22-12-2025,Hydration Tracking,Physical,Skipped,Low,0,24,28.8,71.2,48,Gym Membership
ACT019044,EMP093,22-12-2025,Walking Break,Physical,Skipped,Medium,0,25,30,70,50,Gym Membership
ACT019045,EMP094,22-12-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,15,18,82,30,Wellness Kit
ACT019046,EMP095,22-12-2025,Guided Meditation,Mental,Completed,Medium,26,5,53.8,46.2,36,Extra Leave Day
ACT019047,EMP096,22-12-2025,Hydration Tracking,Physical,Completed,Medium,26,16,67,33,58,Trip Ticket / Cash Prize
ACT019048,EMP102,22-12-2025,Screen-Free Break,Work-Life,Skipped,Medium,0,25,30,70,50,Gym Membership
ACT019049,EMP102,22-12-2025,Mindfulness Session,Mental,Skipped,Low,0,25,30,70,50,Gym Membership
ACT019050,EMP103,22-12-2025,Hydration Tracking,Physical,Completed,Medium,26,14,64.6,35.4,54,Trip Ticket / Cash Prize
ACT019051,EMP104,22-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,19,65.8,34.2,48,Gym Membership
ACT019052,EMP105,22-12-2025,Breathing Break,Mental,Completed,High,32,17,70,30,66,Trip Ticket / Cash Prize
ACT019053,EMP106,22-12-2025,Screen-Free Break,Work-Life,Skipped,Medium,0,6,7.2,92.8,12,Gift Voucher
ACT019054,EMP107,22-12-2025,Mindfulness Session,Mental,Completed,Low,20,13,61.6,38.4,46,Gym Membership
ACT019055,EMP110,22-12-2025,Walking Break,Physical,Skipped,Medium,0,21,25.2,74.8,42,Gym Membership
ACT019056,EMP111,22-12-2025,Ergonomic Stretch Break,Physical,Completed,High,32,6,56.8,43.2,44,Gym Membership
ACT019057,EMP114,22-12-2025,Guided Meditation,Mental,Completed,Medium,26,15,65.8,34.2,56,Trip Ticket / Cash Prize
ACT019058,EMP115,22-12-2025,Guided Meditation,Mental,Completed,Medium,26,8,57.4,42.6,42,Gym Membership
ACT019059,EMP116,22-12-2025,Reflection Journaling,Mental,Completed,Low,20,0,46,54,20,Gift Voucher
ACT019060,EMP121,22-12-2025,Breathing Break,Mental,Completed,Medium,26,14,64.6,35.4,54,Trip Ticket / Cash Prize
ACT019061,EMP122,22-12-2025,Mindfulness Session,Mental,Skipped,High,0,23,27.6,72.4,46,Gym Membership
ACT019062,EMP123,22-12-2025,Reflection Journaling,Mental,Completed,Medium,26,18,69.4,30.6,62,Trip Ticket / Cash Prize
ACT019063,EMP127,22-12-2025,Walking Break,Physical,Skipped,Medium,0,24,28.8,71.2,48,Gym Membership
ACT019064,EMP131,22-12-2025,Guided Meditation,Mental,Completed,Low,20,6,53.2,46.8,32,Extra Leave Day
ACT019065,EMP132,22-12-2025,Walking Break,Physical,Completed,Low,20,11,59.2,40.8,42,Gym Membership
ACT019066,EMP132,22-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,6,50.2,49.8,22,Wellness Kit
ACT019067,EMP136,22-12-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,10,57.9,42.1,39.5,Extra Leave Day
ACT019068,EMP139,22-12-2025,Breathing Break,Mental,Completed,Medium,26,12,62.2,37.8,50,Gym Membership
ACT019069,EMP140,22-12-2025,Walking Break,Physical,Completed,Low,20,12,60.4,39.6,44,Gym Membership
ACT019070,EMP142,22-12-2025,Reflection Journaling,Mental,Completed,Medium,26,8,57.4,42.6,42,Gym Membership
ACT019071,EMP142,22-12-2025,Mindfulness Session,Mental,Completed,Medium,26,4,52.6,47.4,34,Extra Leave Day
ACT019072,EMP143,22-12-2025,Walking Break,Physical,Completed,Medium,26,7,56.2,43.8,40,Extra Leave Day
ACT019073,EMP143,22-12-2025,Guided Meditation,Mental,Skipped,Low,0,8,9.6,90.4,16,Gift Voucher
ACT019074,EMP144,22-12-2025,Breathing Break,Mental,Skipped,Medium,0,4,4.8,95.2,8,Gift Voucher
ACT019075,EMP146,22-12-2025,Gratitude Practice,Emotional,Skipped,Low,0,4,4.8,95.2,8,Gift Voucher
ACT019076,EMP147,22-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,12,60.4,39.6,44,Gym Membership
ACT019077,EMP149,22-12-2025,Walking Break,Physical,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT019078,EMP152,22-12-2025,Guided Meditation,Mental,Completed,Medium,26,24,76.6,23.4,74,Trip Ticket / Cash Prize
ACT019079,EMP155,22-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,8,55.6,44.4,36,Extra Leave Day
ACT019080,EMP156,22-12-2025,Guided Meditation,Mental,Skipped,High,0,1,1.2,98.8,2,Gift Voucher
ACT019081,EMP157,22-12-2025,Breathing Break,Mental,Completed,High,32,20,73.6,26.4,72,Trip Ticket / Cash Prize
ACT019082,EMP160,22-12-2025,Hydration Tracking,Physical,Skipped,High,0,19,22.8,77.2,38,Extra Leave Day
ACT019083,EMP160,22-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,12,57.4,42.6,34,Extra Leave Day
ACT019084,EMP162,22-12-2025,Guided Meditation,Mental,Skipped,Medium,0,13,15.6,84.4,26,Wellness Kit
ACT019085,EMP162,22-12-2025,Hydration Tracking,Physical,Skipped,Medium,0,18,21.6,78.4,36,Extra Leave Day
ACT019086,EMP169,22-12-2025,Hydration Tracking,Physical,Completed,Medium,26,18,69.4,30.6,62,Trip Ticket / Cash Prize
ACT019087,EMP172,22-12-2025,Mindfulness Session,Mental,Completed,Medium,26,10,59.8,40.2,46,Gym Membership
ACT019088,EMP173,22-12-2025,Breathing Break,Mental,Completed,Low,20,4,50.8,49.2,28,Wellness Kit
ACT019089,EMP177,22-12-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,7,54.2,45.8,33.5,Extra Leave Day
ACT019090,EMP179,22-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,20,70,30,60,Trip Ticket / Cash Prize
ACT019091,EMP181,22-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,21,69.7,30.3,57,Trip Ticket / Cash Prize
ACT019092,EMP182,22-12-2025,Reflection Journaling,Mental,Skipped,Medium,0,13,15.6,84.4,26,Wellness Kit
ACT019093,EMP184,22-12-2025,Walking Break,Physical,Skipped,Medium,0,5,6,94,10,Gift Voucher
ACT019094,EMP185,22-12-2025,Reflection Journaling,Mental,Skipped,High,0,5,6,94,10,Gift Voucher
ACT019095,EMP187,22-12-2025,Breathing Break,Mental,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT019096,EMP188,22-12-2025,Breathing Break,Mental,Completed,Low,20,6,53.2,46.8,32,Extra Leave Day
ACT019097,EMP189,22-12-2025,Reflection Journaling,Mental,Completed,Low,20,19,68.8,31.2,58,Trip Ticket / Cash Prize
ACT019098,EMP195,22-12-2025,Hydration Tracking,Physical,Completed,Medium,26,6,55,45,38,Extra Leave Day
ACT019099,EMP200,22-12-2025,Reflection Journaling,Mental,Completed,High,32,1,50.8,49.2,34,Extra Leave Day
ACT019100,EMP201,22-12-2025,Creative Wellness Workshop,Creative,Skipped,Medium,0,15,18,82,30,Wellness Kit
ACT019101,EMP202,22-12-2025,Creative Wellness Workshop,Creative,Skipped,High,0,18,21.6,78.4,36,Extra Leave Day
ACT019102,EMP204,22-12-2025,Mindfulness Session,Mental,Completed,Medium,26,14,64.6,35.4,54,Trip Ticket / Cash Prize
ACT019103,EMP207,22-12-2025,Reflection Journaling,Mental,Completed,Low,20,8,55.6,44.4,36,Extra Leave Day
ACT019104,EMP208,22-12-2025,Walking Break,Physical,Completed,Medium,26,17,68.2,31.8,60,Trip Ticket / Cash Prize
ACT019105,EMP209,22-12-2025,Gratitude Practice,Emotional,Skipped,Low,0,9,10.8,89.2,18,Gift Voucher
ACT019106,EMP210,22-12-2025,Breathing Break,Mental,Completed,High,32,17,70,30,66,Trip Ticket / Cash Prize
ACT019107,EMP213,22-12-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,21,71,29,61.5,Trip Ticket / Cash Prize
ACT019108,EMP214,22-12-2025,Creative Wellness Workshop,Creative,Skipped,Medium,0,0,0,100,0,None
ACT019109,EMP218,22-12-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,21,71,29,61.5,Trip Ticket / Cash Prize
ACT019110,EMP219,22-12-2025,Reflection Journaling,Mental,Completed,Low,20,24,74.8,25.2,68,Trip Ticket / Cash Prize
ACT019111,EMP224,22-12-2025,Mindfulness Session,Mental,Skipped,Low,0,15,18,82,30,Wellness Kit
ACT019112,EMP225,22-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,7,52.9,47.1,29,Wellness Kit
ACT019113,EMP227,22-12-2025,Breathing Break,Mental,Completed,Medium,26,4,52.6,47.4,34,Extra Leave Day
ACT019114,EMP230,22-12-2025,Reflection Journaling,Mental,Completed,Medium,26,2,50.2,49.8,30,Wellness Kit
ACT019115,EMP235,22-12-2025,Gratitude Practice,Emotional,Skipped,High,0,6,7.2,92.8,12,Gift Voucher
ACT019116,EMP237,22-12-2025,Hydration Tracking,Physical,Completed,Low,20,23,73.6,26.4,66,Trip Ticket / Cash Prize
ACT019117,EMP239,22-12-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,0,45.9,54.1,19.5,Gift Voucher
ACT019118,EMP241,22-12-2025,Breathing Break,Mental,Completed,Low,20,13,61.6,38.4,46,Gym Membership
ACT019119,EMP243,22-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,6,51.7,48.3,27,Wellness Kit
ACT019120,EMP245,22-12-2025,Walking Break,Physical,Skipped,Low,0,17,20.4,79.6,34,Extra Leave Day
ACT019121,EMP247,22-12-2025,Hydration Tracking,Physical,Skipped,Low,0,20,24,76,40,Extra Leave Day
ACT019122,EMP250,22-12-2025,Breathing Break,Mental,Completed,Medium,26,14,64.6,35.4,54,Trip Ticket / Cash Prize
ACT019123,EMP003,23-12-2025,Hydration Tracking,Physical,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT019124,EMP006,23-12-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,24,74.6,25.4,67.5,Trip Ticket / Cash Prize
ACT019125,EMP006,23-12-2025,Guided Meditation,Mental,Skipped,High,0,2,2.4,97.6,4,Gift Voucher
ACT019126,EMP007,23-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,21,69.7,30.3,57,Trip Ticket / Cash Prize
ACT019127,EMP008,23-12-2025,Guided Meditation,Mental,Skipped,Medium,0,23,27.6,72.4,46,Gym Membership
ACT019128,EMP012,23-12-2025,Hydration Tracking,Physical,Skipped,Low,0,3,3.6,96.4,6,Gift Voucher
ACT019129,EMP014,23-12-2025,Guided Meditation,Mental,Skipped,Medium,0,22,26.4,73.6,44,Gym Membership
ACT019130,EMP015,23-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,0,44.5,55.5,15,Gift Voucher
ACT019131,EMP016,23-12-2025,Mindfulness Session,Mental,Skipped,Medium,0,6,7.2,92.8,12,Gift Voucher
ACT019132,EMP017,23-12-2025,Breathing Break,Mental,Completed,Medium,26,23,75.4,24.6,72,Trip Ticket / Cash Prize
ACT019133,EMP018,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT019134,EMP019,23-12-2025,Breathing Break,Mental,Completed,Medium,26,17,68.2,31.8,60,Trip Ticket / Cash Prize
ACT019135,EMP020,23-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,22,70.9,29.1,59,Trip Ticket / Cash Prize
ACT019136,EMP021,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,25,77.8,22.2,76,Trip Ticket / Cash Prize
ACT019137,EMP022,23-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,11,56.2,43.8,32,Extra Leave Day
ACT019138,EMP023,23-12-2025,Hydration Tracking,Physical,Skipped,High,0,13,15.6,84.4,26,Wellness Kit
ACT019139,EMP025,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT019140,EMP028,23-12-2025,Reflection Journaling,Mental,Completed,High,32,18,71.2,28.8,68,Trip Ticket / Cash Prize
ACT019141,EMP031,23-12-2025,Mindfulness Session,Mental,Completed,Low,20,18,67.6,32.4,56,Trip Ticket / Cash Prize
ACT019142,EMP032,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,15,65.8,34.2,56,Trip Ticket / Cash Prize
ACT019143,EMP033,23-12-2025,Hydration Tracking,Physical,Completed,Low,20,0,46,54,20,Gift Voucher
ACT019144,EMP034,23-12-2025,Walking Break,Physical,Completed,Low,20,6,53.2,46.8,32,Extra Leave Day
ACT019145,EMP036,23-12-2025,Breathing Break,Mental,Skipped,High,0,19,22.8,77.2,38,Extra Leave Day
ACT019146,EMP036,23-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,19,67.3,32.7,53,Trip Ticket / Cash Prize
ACT019147,EMP039,23-12-2025,Creative Wellness Workshop,Creative,Completed,High,16,24,73.6,26.4,64,Trip Ticket / Cash Prize
ACT019148,EMP040,23-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,6,50.2,49.8,22,Wellness Kit
ACT019149,EMP042,23-12-2025,Breathing Break,Mental,Completed,Medium,26,5,53.8,46.2,36,Extra Leave Day
ACT019150,EMP043,23-12-2025,Walking Break,Physical,Completed,Medium,26,25,77.8,22.2,76,Trip Ticket / Cash Prize
ACT019151,EMP046,23-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,11,56.2,43.8,32,Extra Leave Day
ACT019152,EMP047,23-12-2025,Walking Break,Physical,Completed,Low,20,10,58,42,40,Extra Leave Day
ACT019153,EMP048,23-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,25,73,27,60,Trip Ticket / Cash Prize
ACT019154,EMP048,23-12-2025,Screen-Free Break,Work-Life,Completed,High,24,11,60.4,39.6,46,Gym Membership
ACT019155,EMP049,23-12-2025,Gratitude Practice,Emotional,Completed,High,24,7,55.6,44.4,38,Extra Leave Day
ACT019156,EMP053,23-12-2025,Walking Break,Physical,Skipped,Low,0,25,30,70,50,Gym Membership
ACT019157,EMP054,23-12-2025,Hydration Tracking,Physical,Skipped,High,0,16,19.2,80.8,32,Extra Leave Day
ACT019158,EMP055,23-12-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,19,22.8,77.2,38,Extra Leave Day
ACT019159,EMP058,23-12-2025,Reflection Journaling,Mental,Completed,Low,20,10,58,42,40,Extra Leave Day
ACT019160,EMP058,23-12-2025,Mindfulness Session,Mental,Completed,Medium,26,11,61,39,48,Gym Membership
ACT019161,EMP061,23-12-2025,Mindfulness Session,Mental,Skipped,Medium,0,2,2.4,97.6,4,Gift Voucher
ACT019162,EMP063,23-12-2025,Walking Break,Physical,Skipped,Medium,0,8,9.6,90.4,16,Gift Voucher
ACT019163,EMP064,23-12-2025,Screen-Free Break,Work-Life,Skipped,Low,0,20,24,76,40,Extra Leave Day
ACT019164,EMP065,23-12-2025,Walking Break,Physical,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT019165,EMP066,23-12-2025,Breathing Break,Mental,Skipped,Low,0,15,18,82,30,Wellness Kit
ACT019166,EMP068,23-12-2025,Ergonomic Stretch Break,Physical,Skipped,High,0,11,13.2,86.8,22,Wellness Kit
ACT019167,EMP070,23-12-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,12,60.2,39.8,43.5,Gym Membership
ACT019168,EMP071,23-12-2025,Reflection Journaling,Mental,Skipped,Low,0,8,9.6,90.4,16,Gift Voucher
ACT019169,EMP072,23-12-2025,Creative Wellness Workshop,Creative,Completed,High,16,15,62.8,37.2,46,Gym Membership
ACT019170,EMP073,23-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,23,72.1,27.9,61,Trip Ticket / Cash Prize
ACT019171,EMP074,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,5,52,48,30,Wellness Kit
ACT019172,EMP078,23-12-2025,Creative Wellness Workshop,Creative,Skipped,Medium,0,9,10.8,89.2,18,Gift Voucher
ACT019173,EMP081,23-12-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,24,72.7,27.3,61,Trip Ticket / Cash Prize
ACT019174,EMP082,23-12-2025,Breathing Break,Mental,Completed,Low,20,22,72.4,27.6,64,Trip Ticket / Cash Prize
